city,crime,value
1737,Sesimbra,Furto de veículo e em veículo motorizado,214
1738,Chamusca,Furto de veículo e em veículo motorizado,11
1739,Esposende,Crimes previstos em legislação avulsa,26
1740,Vizela,Crimes previstos em legislação avulsa,44
1741,Maia,Crimes previstos em legislação avulsa,276
1742,Matosinhos,Crimes previstos em legislação avulsa,207
1743,Oliveira de Azeméis,Crimes previstos em legislação avulsa,105
1744,Porto,Crimes previstos em legislação avulsa,1225
1745,Santo Tirso,Crimes previstos em legislação avulsa,82
1746,Trofa,Crimes previstos em legislação avulsa,73
1747,Marco de Canaveses,Crimes previstos em legislação avulsa,55
1748,Douro,Crimes previstos em legislação avulsa,249
1749,Lamego,Crimes previstos em legislação avulsa,32
1750,Murça,Crimes previstos em legislação avulsa,0
1751,Peso da Régua,Crimes previstos em legislação avulsa,24
1752,Mogadouro,Crimes previstos em legislação avulsa,15
1753,Cadaval,Crimes previstos em legislação avulsa,11
1754,Albergaria-a-Velha,Crimes previstos em legislação avulsa,35
1755,Lousã,Crimes previstos em legislação avulsa,44
1756,Mealhada,Crimes previstos em legislação avulsa,34
1757,Montemor-o-Velho,Crimes previstos em legislação avulsa,39
1758,Mortágua,Crimes previstos em legislação avulsa,9
1759,Oliveira do Hospital,Crimes previstos em legislação avulsa,38
1760,Castelo de Vide,Crimes contra a integridade física,23
1761,Monforte,Crimes contra a integridade física,17
1762,Alentejo Central,Crimes contra a integridade física,864
1763,Ourém,Crimes contra a vida em sociedade,220
1764,Tomar,Crimes contra a vida em sociedade,129
1765,Almada,Crimes contra a vida em sociedade,577
1766,Estremoz,Crimes contra a integridade física,70
1767,Algarve,Crimes contra a integridade física,3637
1768,Faro,Crimes contra a integridade física,579
1769,Lagos,Crimes contra a integridade física,257
1770,Tavira,Crimes contra a integridade física,163
1771,Calheta,Crimes contra a integridade física,16
1772,Lagoa,Crimes contra a integridade física,169
1773,Lajes do Pico,Crimes contra a integridade física,17
1774,Santa Cruz da Graciosa,Crimes contra a integridade física,29
1776,Oliveira do Bairro,Crimes contra o património,372
1777,Cantanhede,Crimes contra o património,585
1778,Miranda do Corvo,Crimes contra o património,57
1780,Viseu Dão Lafões,Crimes contra o património,2942
1781,Mangualde,Crimes contra o património,231
1782,Penalva do Castelo,Crimes contra o património,50
1783,São Pedro do Sul,Crimes contra o património,159
1784,Beira Baixa,Crimes contra o património,1340
1785,Celorico da Beira,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",26
1786,Covilhã,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",103
1787,Fundão,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",87
1788,Alcochete,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",35
1789,Alcácer do Sal,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",28
1790,Aljustrel,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",19
1791,Almodôvar,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",6
1792,Lagoa,Ofensa à integridade física voluntária simples,84
1793,Olhão,Ofensa à integridade física voluntária simples,127
1794,Angra do Heroísmo,Ofensa à integridade física voluntária simples,85
1795,Velas,Ofensa à integridade física voluntária simples,23
1796,Ponte de Lima,Violência doméstica contra cônjuge ou análogos,93
1797,Póvoa de Lanhoso,Violência doméstica contra cônjuge ou análogos,63
1798,Póvoa de Varzim,Violência doméstica contra cônjuge ou análogos,136
1799,Redondo,Crimes contra a identidade cultural e integridade pessoal,0
1800,Vendas Novas,Crimes contra a identidade cultural e integridade pessoal,0
1801,Vila Viçosa,Crimes contra a identidade cultural e integridade pessoal,0
1802,Algarve,Crimes contra a identidade cultural e integridade pessoal,19
1803,Castro Marim,Crimes contra a identidade cultural e integridade pessoal,0
1804,Faro,Crimes contra a identidade cultural e integridade pessoal,8
1805,Tavira,Crimes contra a identidade cultural e integridade pessoal,0
1806,Povoação,Crimes contra a identidade cultural e integridade pessoal,0
1807,Ribeira Grande,Crimes contra a identidade cultural e integridade pessoal,0
1808,Vila Franca do Campo,Crimes contra a identidade cultural e integridade pessoal,0
1810,Machico,Crimes contra a identidade cultural e integridade pessoal,0
1811,Amares,Crimes contra a vida em sociedade,81
1812,Esposende,Crimes contra a vida em sociedade,89
1813,Paredes,Crimes contra a vida em sociedade,411
1814,Vale de Cambra,Crimes contra a vida em sociedade,122
1815,Valongo,Crimes contra a vida em sociedade,183
1816,Boticas,Crimes contra a vida em sociedade,62
1817,Chaves,Crimes contra a vida em sociedade,255
1818,Beja,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",101
1819,Santarém,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",77
1820,Crato,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",6
1821,Elvas,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",68
1822,Redondo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",22
1823,Reguengos de Monsaraz,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",26
1824,Algarve,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",1336
1825,Coimbra,Crimes contra as pessoas,1026
1826,Miranda do Corvo,Crimes contra as pessoas,66
1827,Mortágua,Crimes contra as pessoas,56
1828,Batalha,Crimes contra as pessoas,133
1829,Oliveira de Frades,Crimes contra as pessoas,77
1830,Vouzela,Crimes contra as pessoas,76
1831,Oleiros,Crimes contra as pessoas,22
1832,Mação,Crimes contra as pessoas,56
1833,Manteigas,Crimes contra as pessoas,27
1834,Montijo,Crimes contra as pessoas,556
1836,Constância,Crimes contra o património,54
1837,Entroncamento,Crimes contra o património,308
1838,Sertã,Crimes contra o património,210
1839,Tomar,Crimes contra o património,537
1840,Castelo de Paiva,Violência doméstica contra cônjuge ou análogos,27
1841,Celorico de Basto,Violência doméstica contra cônjuge ou análogos,41
1842,Marco de Canaveses,Violência doméstica contra cônjuge ou análogos,104
1843,Paços de Ferreira,Violência doméstica contra cônjuge ou análogos,118
1844,Freixo de Espada à Cinta,Violência doméstica contra cônjuge ou análogos,7
1845,Tarouca,Violência doméstica contra cônjuge ou análogos,29
1846,Bragança,Violência doméstica contra cônjuge ou análogos,55
1847,Vimioso,Violência doméstica contra cônjuge ou análogos,0
1848,Cadaval,Violência doméstica contra cônjuge ou análogos,29
1849,Peniche,Violência doméstica contra cônjuge ou análogos,50
1850,Montemor-o-Velho,Violência doméstica contra cônjuge ou análogos,41
1851,Alvaiázere,Violência doméstica contra cônjuge ou análogos,11
1852,Marinha Grande,Violência doméstica contra cônjuge ou análogos,135
1853,Pombal,Violência doméstica contra cônjuge ou análogos,101
1854,Aguiar da Beira,Violência doméstica contra cônjuge ou análogos,10
1855,Penalva do Castelo,Violência doméstica contra cônjuge ou análogos,17
1856,Borba,Condução sem habilitação legal,0
1857,Tavira,Condução sem habilitação legal,23
1858,Corvo,Condução sem habilitação legal,0
1859,Lajes das Flores,Condução sem habilitação legal,0
1860,Porto Santo,Condução sem habilitação legal,0
1861,Sardoal,Crimes contra a vida em sociedade,26
1862,Belmonte,Crimes contra a vida em sociedade,56
1863,Fundão,Crimes contra a vida em sociedade,190
1864,Manteigas,Crimes contra a vida em sociedade,13
1865,Mêda,Crimes contra a vida em sociedade,27
1866,Pinhel,Crimes contra a vida em sociedade,67
1867,Seia,Crimes contra a vida em sociedade,118
1868,Barreiro,Crimes contra a vida em sociedade,445
1869,Lisboa,Crimes contra a vida em sociedade,3246
1870,Évora,Crimes contra a integridade física,287
1871,Mourão,Crimes contra a integridade física,28
1872,Portimão,Crimes contra a integridade física,361
1873,Silves,Crimes contra a integridade física,273
1874,São Roque do Pico,Crimes contra a integridade física,30
1876,Porto Moniz,Crimes contra a integridade física,8
1878,Arcos de Valdevez,Ofensa à integridade física voluntária simples,42
1879,Valença,Ofensa à integridade física voluntária simples,50
1880,Ave,Ofensa à integridade física voluntária simples,661
1881,Cabeceiras de Basto,Ofensa à integridade física voluntária simples,28
1882,Mora,Furto de veículo e em veículo motorizado,4
1883,Calheta,Furto de veículo e em veículo motorizado,0
1884,Lajes das Flores,Furto de veículo e em veículo motorizado,0
1885,Santa Cruz,Furto de veículo e em veículo motorizado,34
1886,Monção,Crimes contra a identidade cultural e integridade pessoal,0
1887,Ponte da Barca,Crimes contra a identidade cultural e integridade pessoal,0
1888,Valença,Crimes contra a identidade cultural e integridade pessoal,0
1889,Viana do Castelo,Crimes contra a identidade cultural e integridade pessoal,0
1890,Vila Nova de Cerveira,Crimes contra a identidade cultural e integridade pessoal,0
1891,Amares,Crimes contra a identidade cultural e integridade pessoal,0
1892,Barcelos,Crimes contra a identidade cultural e integridade pessoal,0
1893,Vila Verde,Crimes contra a identidade cultural e integridade pessoal,0
1894,Vila Franca de Xira,Crimes contra a vida em sociedade,340
1895,Aljustrel,Crimes contra a vida em sociedade,41
1896,Alvito,Crimes contra a vida em sociedade,27
1897,Cuba,Crimes contra a vida em sociedade,32
1898,Cartaxo,Crimes contra a vida em sociedade,103
1899,Alter do Chão,Crimes contra a vida em sociedade,23
1900,Castelo de Vide,Crimes contra a vida em sociedade,10
1901,Gavião,Crimes contra a vida em sociedade,3
1902,Marvão,Crimes contra a vida em sociedade,14
1903,Monforte,Crimes contra a vida em sociedade,14
1904,Nisa,Crimes contra a vida em sociedade,37
1905,Vendas Novas,Crimes contra a vida em sociedade,70
1906,Algarve,Crimes contra a vida em sociedade,2446
1907,Albufeira,Crimes contra a vida em sociedade,403
1908,Alcoutim,Crimes contra a vida em sociedade,15
1909,Portimão,Crimes contra a vida em sociedade,260
1918,Velas,Crimes contra a integridade física,46
1919,Vila da Praia da Vitória,Crimes contra a integridade física,159
1920,Câmara de Lobos,Crimes contra a integridade física,139
1921,Caminha,Ofensa à integridade física voluntária simples,62
1922,Paredes de Coura,Ofensa à integridade física voluntária simples,19
1923,Vila Nova de Cerveira,Ofensa à integridade física voluntária simples,20
1924,Vila Verde,Ofensa à integridade física voluntária simples,92
1925,Matosinhos,Ofensa à integridade física voluntária simples,374
1926,Paredes,Ofensa à integridade física voluntária simples,157
1927,Crato,Furto de veículo e em veículo motorizado,6
1928,Elvas,Furto de veículo e em veículo motorizado,33
1929,Évora,Furto de veículo e em veículo motorizado,75
1930,Castro Marim,Furto de veículo e em veículo motorizado,25
1931,Lagos,Furto de veículo e em veículo motorizado,80
1932,Monchique,Furto de veículo e em veículo motorizado,4
1933,Portimão,Furto de veículo e em veículo motorizado,282
1934,Vila da Praia da Vitória,Furto de veículo e em veículo motorizado,26
1935,Machico,Furto de veículo e em veículo motorizado,31
1937,Melgaço,Crimes contra a identidade cultural e integridade pessoal,0
1938,Braga,Crimes contra a identidade cultural e integridade pessoal,10
1939,Esposende,Crimes contra a identidade cultural e integridade pessoal,0
1940,Almeirim,Crimes contra a vida em sociedade,81
1941,Alentejo Central,Crimes contra a vida em sociedade,680
1942,Montemor-o-Novo,Crimes contra a vida em sociedade,88
1943,Portel,Crimes contra a vida em sociedade,36
1944,Reguengos de Monsaraz,Crimes contra a vida em sociedade,63
1945,Monchique,Crimes contra a vida em sociedade,6
1946,São Brás de Alportel,Crimes contra a vida em sociedade,44
1966,Proença-a-Nova,Violência doméstica contra cônjuge ou análogos,15
1967,Vila Nova de Famalicão,Crimes contra a identidade cultural e integridade pessoal,0
1968,Penacova,Crimes previstos em legislação avulsa,10
1970,Viseu Dão Lafões,Crimes previstos em legislação avulsa,366
1971,Penalva do Castelo,Crimes previstos em legislação avulsa,4
1972,Santa Comba Dão,Crimes previstos em legislação avulsa,19
1973,Castelo Branco,Crimes previstos em legislação avulsa,104
1974,Fornos de Algodres,Crimes previstos em legislação avulsa,12
1975,Guarda,Crimes previstos em legislação avulsa,57
1976,Manteigas,Crimes previstos em legislação avulsa,3
1977,Oeiras,Crimes previstos em legislação avulsa,492
1978,Sintra,Crimes previstos em legislação avulsa,750
1979,Alentejo Litoral,Crimes previstos em legislação avulsa,438
1980,Odemira,Crimes previstos em legislação avulsa,191
1981,Sines,Crimes previstos em legislação avulsa,55
1982,Almeirim,Crimes previstos em legislação avulsa,89
1983,Cinfães,Ofensa à integridade física voluntária simples,36
1984,Resende,Ofensa à integridade física voluntária simples,21
1985,Alijó,Ofensa à integridade física voluntária simples,18
1986,São João da Pesqueira,Ofensa à integridade física voluntária simples,14
1987,Miranda do Douro,Ofensa à integridade física voluntária simples,7
1988,Cadaval,Ofensa à integridade física voluntária simples,19
1989,Vila de Rei,Violência doméstica contra cônjuge ou análogos,8
1990,Sabugal,Violência doméstica contra cônjuge ou análogos,24
1991,Alcochete,Violência doméstica contra cônjuge ou análogos,31
1992,Barreiro,Violência doméstica contra cônjuge ou análogos,272
1993,Barrancos,Violência doméstica contra cônjuge ou análogos,11
1994,Alpiarça,Violência doméstica contra cônjuge ou análogos,13
1995,Azambuja,Violência doméstica contra cônjuge ou análogos,69
1996,Monforte,Violência doméstica contra cônjuge ou análogos,9
1997,Portalegre,Violência doméstica contra cônjuge ou análogos,62
1998,Angra do Heroísmo,Crimes contra a vida em sociedade,70
1999,Nordeste,Crimes contra a vida em sociedade,14
2000,Ribeira Brava,Crimes contra a vida em sociedade,70
2001,Monção,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",23
2002,Viana do Castelo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",166
2003,Mondim de Basto,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",8
2004,São João da Madeira,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",42
2005,Castelo de Paiva,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",15
2006,Armamar,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",5
2007,Lousã,Ofensa à integridade física voluntária simples,22
2008,Vila Nova de Poiares,Ofensa à integridade física voluntária simples,9
2009,Leiria,Ofensa à integridade física voluntária simples,209
2010,Pedrógão Grande,Ofensa à integridade física voluntária simples,9
